Col 1,UID,Name,Rec,DOB,Inf,Club,Based,Nat,Height,Weight,Age,Position,Transfer Value,Media Description,Rc Injury,Preferred Foot,Left Foot,Right Foot,Caps,AT Apps,AT Gls,AT Lge Apps,AT Lge Gls,Team,Yth Apps,Yth Gls,Acc,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat.1,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Vers,Temp,Spor,Prof,Pres,Loy,Inj Pr,Imp M,Dirt,Amb,Ada,Cons,Cont,Media Handling
888,2002076933,John Burns,- - -,19/7/2005 (16 years old),Ama,Bethesda-Olney,U.S.A. (Mid-Atlantic Division),USA,"5'9""",63 kg,16,DM,0$,Hard working midfielder,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,6,15,8,2,11,17,8,5,10,2,1,2,7,16,13,7,2,7,15,8,4,6,1,2,7,3,3,9,3,9,5,2,7,3,11,5,7,8,7,3,1,5,7,11,6,6,3,8,15,11,12,12,13,8,13,9,4,14,5,7,Media-friendly
889,2002076932,Oliver Batten,- - -,26/8/2006 (15 years old),Ama,Bethesda-Olney,U.S.A. (Mid-Atlantic Division),USA,"5'9""",57 kg,15,ST (C),0$,Young striker,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,13,7,2,3,13,8,3,3,4,2,3,1,3,6,4,13,1,6,11,2,1,8,13,3,5,6,2,2,13,8,14,2,5,12,7,4,2,4,4,2,1,7,10,9,9,9,1,10,11,8,9,10,11,5,12,5,10,11,5,10,Media-friendly
890,2002076931,Jonathan Aguirre,- - -,24/1/2005 (17 years old),Ama,Bethesda-Olney,U.S.A. (Mid-Atlantic Division),SLV,"6'0""",75 kg,17,ST (C),0$,Young striker,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,11,9,5,1,9,9,6,9,10,2,4,1,4,7,8,10,2,11,11,6,7,10,1,4,13,13,2,10,9,14,7,2,10,9,12,7,7,7,7,1,3,18,12,8,9,11,3,9,10,4,11,7,5,11,8,8,18,12,9,10,Media-friendly
891,2002076930,Ryan Delgadillo,- - -,10/1/2005 (17 years old),Ama,Bethesda-Olney,U.S.A. (Mid-Atlantic Division),USA,"5'5""",58 kg,17,ST (C),0$,Young striker,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,15,15,9,2,12,11,5,4,10,1,3,3,4,6,8,11,1,9,11,4,3,7,10,4,4,5,2,2,11,7,15,3,8,5,9,6,4,7,11,1,3,7,7,9,10,16,3,8,16,14,4,13,9,11,12,8,6,11,9,7,Media-friendly
892,2002076929,Stephen Wood,- - -,13/5/2006 (16 years old),Ama,Bethesda-Olney,U.S.A. (Mid-Atlantic Division),USA,"5'7""",58 kg,16,M/AM (C),0$,Young attacking midfielder,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,13,12,9,3,14,17,10,6,12,2,2,2,7,3,5,12,2,7,16,5,3,8,8,3,5,6,3,9,13,9,9,3,8,4,10,4,8,6,9,2,3,6,11,7,9,10,3,7,12,13,13,8,11,13,8,10,3,14,10,10,Level-headed
893,2002076928,Charlie Gray,- - -,3/9/2005 (16 years old),Ama,Bethesda-Olney,U.S.A. (Mid-Atlantic Division),CAN,"5'9""",63 kg,16,M/AM (C),0$,Young attacking midfielder,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,12,15,7,3,13,11,12,7,10,1,2,1,8,4,12,12,3,8,12,7,4,7,9,3,6,4,3,9,12,9,8,2,8,7,9,5,7,7,7,1,3,9,9,9,10,12,3,9,6,8,12,9,12,10,9,10,10,10,13,11,"Volatile, Media-friendly"
894,2002076927,Alejandro de la Cruz,- - -,6/3/2005 (17 years old),Ctr,Bethesda-Olney,U.S.A. (Mid-Atlantic Division),USA,"5'7""",61 kg,17,DM,0$,Young midfielder,-,Right,Weak,Very Strong,0,-,-,-,-,,-,-,9,8,8,3,7,7,11,7,10,1,2,1,11,2,8,8,3,7,16,7,5,5,4,1,5,5,3,10,4,7,4,3,4,11,11,6,6,9,6,3,2,9,12,7,6,15,4,14,16,12,16,8,12,5,9,7,12,16,8,9,Level-headed
895,2002076926,Bill Polvara,- - -,19/1/2006 (16 years old),Ctr,Bethesda-Olney,U.S.A. (Mid-Atlantic Division),USA,"5'9""",64 kg,16,M/AM (R),0$,Young winger,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,12,8,7,2,12,7,11,8,12,3,1,2,9,3,9,9,3,12,14,9,5,7,9,1,8,4,1,12,10,9,11,1,9,12,10,13,10,9,9,1,1,6,11,10,8,8,3,13,4,3,10,16,8,4,18,11,9,13,10,16,"Outspoken, Volatile, Confrontational"
896,2002076925,Pete Hickey,- - -,30/5/2005 (17 years old),Ctr,Bethesda-Olney,U.S.A. (Mid-Atlantic Division),USA,"5'9""",65 kg,17,M/AM (R),0$,Young winger,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,16,8,6,4,13,7,8,5,6,3,3,4,4,3,10,12,4,9,12,3,4,4,4,2,5,3,2,9,11,8,6,1,11,13,8,6,7,6,6,1,2,5,11,6,11,17,3,7,5,9,11,12,4,3,12,11,13,7,9,10,"Volatile, Media-friendly"
897,2002076924,Tyler Davis,- - -,31/1/2006 (16 years old),Ctr,Bethesda-Olney,U.S.A. (Mid-Atlantic Division),USA,"5'8""",62 kg,16,M (L),0$,Young winger,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,12,14,4,1,9,11,7,7,13,3,3,2,6,2,8,8,2,8,13,9,6,8,1,3,9,7,1,13,5,9,7,2,7,16,13,9,9,7,9,3,1,8,7,8,9,9,1,9,6,5,12,19,12,5,18,8,17,13,8,14,"Volatile, Media-friendly, Confrontational"
898,2002076923,Jordan Caringi,- - -,19/11/2005 (16 years old),Ctr,Bethesda-Olney,U.S.A. (Mid-Atlantic Division),USA,"5'9""",61 kg,16,AM (L),0$,Young winger,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,12,8,8,3,10,11,9,4,9,2,1,3,4,13,10,11,2,7,13,6,2,5,5,2,9,4,4,13,9,10,8,2,14,3,9,11,8,5,6,2,1,4,7,8,11,12,1,8,16,18,13,12,14,9,12,7,7,5,10,4,Level-headed
899,2002076922,Muhd Ridzuan Mohd Ali,- - -,9/4/2005 (17 years old),Ctr,Bethesda-Olney,U.S.A. (Mid-Atlantic Division),MAS,"5'7""",63 kg,17,D (C),0$,Young center back,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,9,14,3,1,11,11,16,6,9,2,2,1,9,3,7,11,2,5,4,10,6,3,4,2,5,7,3,2,3,10,6,1,5,4,7,3,5,9,7,3,3,16,13,7,11,12,2,15,12,12,10,8,13,6,6,11,3,10,13,6,Level-headed
900,2002076921,Bryang Clifford,- - -,4/7/2005 (16 years old),Ctr,Bethesda-Olney,U.S.A. (Mid-Atlantic Division),USA,"6'2""",73 kg,16,D (C),0$,Young center back,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,11,5,4,2,11,9,14,5,5,2,3,2,10,3,7,9,3,7,8,11,4,4,5,3,14,9,3,6,4,7,5,1,4,5,9,5,6,8,11,3,3,17,14,9,7,11,2,10,18,16,5,11,11,10,13,6,12,11,11,7,Level-headed
901,2002076920,Conrado Agüero,- - -,10/10/2005 (16 years old),Ctr,Bethesda-Olney,U.S.A. (Mid-Atlantic Division),CUB,"5'9""",64 kg,16,D (LC),0$,Enthusiastic center back,-,Left,Very Strong,Fairly Strong,0,-,-,-,-,,-,-,13,15,6,2,11,18,12,5,11,3,4,3,10,3,9,9,1,5,10,8,7,6,1,2,9,11,2,8,7,13,6,4,4,9,11,9,4,8,8,2,2,10,6,8,10,11,4,9,15,13,16,9,10,12,9,9,13,10,7,7,Media-friendly
902,2002076919,Tim Hearn,- - -,27/7/2006 (15 years old),Ctr,Bethesda-Olney,U.S.A. (Mid-Atlantic Division),USA,"5'9""",60 kg,15,D/WB (R),0$,Young full back,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,13,15,4,3,9,11,11,4,11,1,2,2,7,4,8,9,3,1,10,7,6,5,7,2,6,6,2,4,11,11,4,2,7,13,10,7,4,9,7,2,3,17,13,8,10,12,2,10,11,10,11,9,4,6,9,14,18,6,14,8,Media-friendly
903,2002076918,Simon Achar,- - -,11/3/2006 (16 years old),Ctr,Bethesda-Olney,U.S.A. (Mid-Atlantic Division),USA,"5'7""",58 kg,16,D (L),0$,Young full back,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,8,7,7,1,12,9,12,5,8,1,3,3,11,5,10,9,3,4,16,9,8,3,2,3,8,6,4,3,4,8,6,1,5,14,10,12,7,11,8,2,2,17,7,10,8,18,2,9,16,12,14,10,11,8,7,6,15,11,10,8,Level-headed
904,2002076917,Erik Fernández,- - -,25/8/2005 (16 years old),Ctr,Bethesda-Olney,U.S.A. (Mid-Atlantic Division),USA,"6'0""",72 kg,16,GK,0$,Promising goalkeeper,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,8,13,6,8,5,12,1,6,8,20,15,9,11,2,7,4,7,2,8,2,2,3,10,7,8,1,9,6,1,4,1,3,1,2,14,2,4,11,7,9,11,8,7,10,11,8,11,11,11,11,2,11,14,3,12,13,6,6,10,11,Media-friendly
905,2002076916,Diego Oteo,- - -,21/7/2006 (15 years old),Ctr,Bethesda-Olney,U.S.A. (Mid-Atlantic Division),USA,"5'10""",64 kg,15,GK,0$,Young goalkeeper,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,8,11,5,6,5,8,3,5,6,8,12,6,8,2,6,7,7,1,12,1,3,3,13,9,7,1,15,6,3,5,2,7,2,11,11,1,2,13,6,10,11,7,6,8,10,11,9,6,17,17,10,14,7,12,15,12,10,6,16,4,Media-friendly
906,2002076915,Víctor Velazco,- - -,3/12/2005 (16 years old),Ama,Ballistic United Soccer Club,U.S.A. (Northwest Division),MEX,"6'1""",72 kg,16,D (C),0$,Promising center back,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,10,11,6,3,10,9,17,6,10,3,3,3,10,9,9,9,2,8,12,11,7,6,11,2,15,12,1,3,3,10,10,2,6,3,10,5,5,10,9,2,2,13,10,8,8,12,2,8,12,11,12,9,13,10,5,6,5,9,9,7,Media-friendly
907,2002076914,Harrison Kronberg,- - -,15/1/2006 (16 years old),Ama,Ballistic United Soccer Club,U.S.A. (Northwest Division),USA,"5'5""",58 kg,16,M (C),0$,Young midfielder,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,8,15,8,3,14,12,7,4,10,2,3,3,7,5,13,6,1,9,5,7,3,5,6,1,4,4,1,7,7,13,5,4,7,3,10,6,4,7,7,2,3,8,7,8,7,7,2,7,12,13,14,8,10,6,9,9,4,9,11,7,Media-friendly
908,2002076913,Matteo Moretti,- - -,11/2/2005 (17 years old),Ama,Ballistic United Soccer Club,U.S.A. (Northwest Division),SMR,"5'6""",62 kg,17,AM (C),0$,Young attacking midfielder,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,8,10,8,2,16,8,5,5,8,3,1,1,7,6,10,9,2,10,10,7,8,16,2,1,7,7,1,12,16,12,8,2,12,10,13,7,11,8,10,4,1,8,14,9,11,12,2,12,14,13,12,12,9,9,12,11,8,5,9,7,Media-friendly
909,2002076912,Antonío Bonchonsky,- - -,18/1/2006 (16 years old),Ama,Ballistic United Soccer Club,U.S.A. (Northwest Division),USA,"5'8""",60 kg,16,"AM (R), ST (C)",0$,Young striker,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,9,6,7,3,7,8,4,5,6,1,3,3,5,4,6,13,3,9,11,3,4,5,4,3,8,5,3,1,12,6,10,3,9,11,7,6,3,3,7,1,2,5,10,6,11,10,1,6,11,13,12,9,5,13,7,11,17,9,8,10,Media-friendly
910,2002076911,Cade Glad,- - -,16/4/2005 (17 years old),Ama,Ballistic United Soccer Club,U.S.A. (Northwest Division),USA,"6'1""",73 kg,17,ST (C),0$,Young striker,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,12,13,5,1,8,8,1,5,8,1,2,2,2,7,8,9,3,10,15,1,1,3,12,1,12,5,1,8,14,12,14,3,10,9,7,3,3,3,9,1,2,7,5,6,8,5,2,9,15,12,18,11,13,4,8,13,11,10,12,7,Level-headed
911,2002076910,Richard Harper,- - -,15/5/2005 (17 years old),Ama,Ballistic United Soccer Club,U.S.A. (Northwest Division),USA,"5'11""",74 kg,17,ST (C),0$,Young striker,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,8,8,9,2,11,7,6,10,8,4,2,3,8,7,9,10,2,8,8,5,7,7,11,3,9,12,3,11,9,12,7,1,8,3,11,8,8,4,9,3,1,17,12,11,11,11,2,7,10,10,11,10,14,6,8,9,4,10,8,9,Media-friendly
912,2002076909,Brian Rivera,- - -,16/1/2006 (16 years old),Ama,Ballistic United Soccer Club,U.S.A. (Northwest Division),USA,"5'7""",60 kg,16,AM (C),0$,Young attacking midfielder,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,7,14,14,2,15,12,6,5,9,3,1,3,7,4,14,9,3,11,13,6,6,7,5,1,8,6,2,6,14,12,6,3,7,3,8,7,4,8,10,3,3,9,9,9,9,11,1,13,14,13,13,5,12,10,8,5,3,10,16,8,Level-headed
913,2002076908,Diego Quintero,- - -,22/6/2005 (17 years old),Ama,Ballistic United Soccer Club,U.S.A. (Northwest Division),USA,"5'9""",66 kg,17,M (C),0$,Young midfielder,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,7,13,8,2,12,8,9,7,13,3,1,2,8,6,11,9,1,7,11,8,7,8,11,1,5,5,2,10,11,13,9,2,9,12,13,7,7,8,7,1,2,8,10,9,9,9,2,12,9,8,9,1,9,7,5,12,11,7,8,15,Outspoken
914,2002076907,Alfie Santiago,- - -,21/10/2006 (15 years old),Ctr,Ballistic United Soccer Club,U.S.A. (Northwest Division),USA,"5'7""",58 kg,15,AM (C),0$,Promising attacking midfielder,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,8,9,9,2,15,11,8,6,10,1,1,3,7,7,14,9,4,10,14,7,7,12,7,1,7,4,2,6,13,10,9,1,10,3,10,5,8,9,10,1,3,10,6,9,13,8,3,11,10,11,10,8,10,10,6,11,5,8,5,10,Media-friendly
915,2002076906,Kim Byung-Ki,- - -,31/10/2006 (15 years old),Ctr,Ballistic United Soccer Club,U.S.A. (Northwest Division),KOR,"5'6""",56 kg,15,AM (RC),0$,Promising winger,-,Right,Weak,Very Strong,0,-,-,-,-,,-,-,13,14,7,3,11,15,6,5,9,3,2,4,6,7,8,12,1,9,7,4,1,7,7,3,1,5,4,3,11,11,12,3,10,13,9,6,4,6,7,3,2,6,8,9,10,11,1,12,6,13,10,5,3,6,3,8,15,9,11,15,"Outspoken, Volatile"
916,2002076905,Gláuber Bacha,- - -,21/1/2005 (17 years old),Ctr,Ballistic United Soccer Club,U.S.A. (Northwest Division),BRA,"5'11""",69 kg,17,AM (RC),0$,Young winger,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,12,7,5,3,11,8,3,4,11,2,3,2,4,4,9,11,3,12,7,3,2,7,14,2,6,10,2,11,12,10,7,1,6,13,8,7,7,7,7,3,2,15,14,9,9,10,3,10,19,10,16,9,11,5,8,6,11,13,8,8,Level-headed
917,2002076904,Liam Chee,- - -,10/8/2005 (16 years old),Ctr,Ballistic United Soccer Club,U.S.A. (Northwest Division),USA,"5'7""",57 kg,16,M (L),0$,Young winger,-,Left,Very Strong,Weak,0,-,-,-,-,,-,-,14,11,7,1,10,16,3,3,6,3,1,1,5,6,10,13,2,6,12,8,13,4,11,2,6,4,1,7,8,7,6,3,12,14,6,9,5,4,7,2,3,7,12,6,11,7,3,8,16,13,17,7,13,8,7,11,12,14,7,7,Level-headed
918,2002076903,Keita Ono,- - -,7/11/2005 (16 years old),Ctr,Ballistic United Soccer Club,U.S.A. (Northwest Division),JPN,"5'4""",55 kg,16,M (L),0$,Young winger,-,Left,Very Strong,Weak,0,-,-,-,-,,-,-,12,7,8,3,10,6,6,4,9,1,2,1,4,6,7,13,3,10,13,6,5,7,11,2,4,4,2,5,8,13,6,3,7,9,7,11,7,7,6,1,2,3,6,7,13,13,3,9,2,6,8,11,11,2,13,14,8,14,3,11,"Media-friendly, Short-tempered, Confrontational"
919,2002076902,Jacopo Mazzanti,- - -,16/8/2006 (15 years old),Ctr,Ballistic United Soccer Club,U.S.A. (Northwest Division),USA,"6'1""",68 kg,15,D (RLC),0$,Young center back,-,Left,Very Strong,Fairly Strong,0,-,-,-,-,,-,-,13,11,5,3,10,7,9,7,10,2,2,2,5,2,7,12,2,3,11,7,3,2,12,3,13,6,1,4,4,7,3,1,6,10,10,7,5,9,7,1,3,13,6,7,9,17,4,8,9,10,12,5,11,8,4,9,9,12,9,16,Outspoken
920,2002076901,Hannes Kühne,- - -,2/12/2005 (16 years old),Ctr,Ballistic United Soccer Club,U.S.A. (Northwest Division),USA,"5'11""",74 kg,16,D (RC),0$,Young center back,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,8,7,4,3,11,7,11,11,7,3,1,3,14,3,7,6,2,5,7,10,4,3,14,2,12,9,2,3,5,7,2,3,7,10,7,9,6,9,8,2,2,9,11,11,7,10,2,15,9,11,12,6,4,9,2,9,17,5,15,18,Outspoken
921,2002076900,Ignacio Medina,- - -,15/10/2006 (15 years old),Ctr,Ballistic United Soccer Club,U.S.A. (Northwest Division),USA,"6'2""",70 kg,15,D (LC),0$,Enthusiastic center back,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,7,16,5,3,9,17,11,6,11,3,2,2,8,3,6,8,1,6,13,7,6,4,1,1,14,9,1,2,5,9,4,3,4,11,13,9,4,8,8,3,2,8,15,9,9,16,4,8,7,9,9,5,11,5,7,6,10,5,13,20,Outspoken
922,2002076899,Luis Hernández,- - -,14/2/2006 (16 years old),Ctr,Ballistic United Soccer Club,U.S.A. (Northwest Division),USA,"5'10""",66 kg,16,D (RL),0$,Young full back,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,10,13,8,2,11,9,11,6,15,1,3,2,6,4,8,7,1,5,12,7,8,4,5,3,11,6,2,6,7,8,6,2,6,12,11,8,5,10,7,4,2,7,13,7,10,15,3,6,3,8,11,10,5,5,12,9,17,13,14,13,"Volatile, Media-friendly"
923,2002076898,Sebastian Evans,- - -,18/6/2006 (16 years old),Ctr,Ballistic United Soccer Club,U.S.A. (Northwest Division),USA,"5'4""",55 kg,16,D (L),0$,Young full back,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,8,14,5,2,13,10,12,7,9,1,2,1,12,4,10,8,2,6,16,9,5,5,15,1,5,8,3,5,3,10,4,1,6,11,9,12,7,9,9,1,1,17,14,8,8,14,2,16,7,6,12,12,1,9,13,13,13,6,6,14,"Media-friendly, Confrontational"
924,2002076897,Brandon Martínez,- - -,16/12/2005 (16 years old),Ctr,Ballistic United Soccer Club,U.S.A. (Northwest Division),MEX,"6'0""",71 kg,16,GK,0$,Promising goalkeeper,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,11,11,5,7,11,9,1,7,6,12,14,14,11,3,9,10,9,1,7,3,3,3,7,10,7,1,14,7,3,7,1,1,2,4,7,3,4,11,6,10,11,13,5,7,15,10,11,12,13,9,2,12,15,5,12,11,7,14,9,13,Media-friendly
925,2002076896,Keith Reed,- - -,20/2/2005 (17 years old),Ctr,Ballistic United Soccer Club,U.S.A. (Northwest Division),USA,"6'1""",77 kg,17,GK,0$,Young goalkeeper,-,Right Only,Weak,Very Strong,0,-,-,-,-,,-,-,6,8,4,7,2,14,2,5,3,16,14,7,6,3,4,5,9,2,5,3,2,3,8,7,11,1,12,5,1,1,2,7,2,3,12,1,3,5,5,6,9,7,10,7,12,10,9,8,16,17,10,18,10,6,17,10,4,12,10,14,"Unflappable, Media-friendly"
926,2002076895,Naomi Satô,- - -,3/8/2005 (16 years old),Ama,OCSC Academy,U.S.A. (East (South) Division),USA,"6'4""",75 kg,16,AM (C),0$,Young attacking midfielder,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,9,7,12,2,10,5,6,6,5,1,1,1,5,4,8,10,2,9,12,5,5,7,12,2,13,10,1,10,10,9,7,3,12,10,10,6,6,6,8,4,3,8,11,8,10,9,1,14,7,12,10,5,10,5,3,10,12,7,6,15,Outspoken
927,2002076894,Quentin Bordes,- - -,24/4/2006 (16 years old),Ama,OCSC Academy,U.S.A. (East (South) Division),USA,"5'11""",73 kg,16,DM,0$,Promising midfielder,-,Either,Strong,Very Strong,0,-,-,-,-,,-,-,9,9,6,4,14,14,13,13,10,3,1,2,10,5,8,8,2,5,6,11,2,5,11,1,10,6,2,10,3,9,4,1,4,13,12,5,7,11,7,1,2,17,14,13,8,9,2,11,15,11,15,8,14,5,11,6,13,7,13,8,Level-headed
928,2002076893,Derrick Mensah,- - -,21/8/2006 (15 years old),Ama,OCSC Academy,U.S.A. (East (South) Division),GHA,"5'6""",55 kg,15,AM (R),0$,Promising winger,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,14,9,7,3,14,8,5,4,9,3,3,3,4,5,9,15,2,10,15,4,4,7,3,1,4,5,1,2,15,9,10,3,8,6,6,7,5,6,8,1,3,6,7,8,15,11,3,11,15,17,10,13,14,12,17,13,4,14,8,14,Level-headed
929,2002076892,Stuart Bolduc,- - -,21/1/2006 (16 years old),Ama,OCSC Academy,U.S.A. (East (South) Division),USA,"6'6""",78 kg,16,ST (C),0$,Rangy striker,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,9,8,6,1,12,6,5,5,11,2,3,2,3,3,8,11,2,9,13,5,4,5,14,3,13,8,4,5,11,8,14,1,9,17,10,5,5,6,8,3,3,8,7,8,11,5,1,11,17,16,10,14,13,7,10,11,14,14,6,5,Level-headed
930,2002076891,Daniel Lerew,- - -,18/10/2005 (16 years old),Ama,OCSC Academy,U.S.A. (East (South) Division),USA,"5'6""",58 kg,16,"AM (C), ST (C)",0$,Young striker,-,Either,Strong,Very Strong,0,-,-,-,-,,-,-,5,6,7,2,15,11,5,5,8,2,3,1,7,8,10,7,2,11,10,6,2,9,11,3,5,6,1,6,14,11,11,1,7,2,8,7,6,5,9,1,2,9,6,9,6,14,1,8,13,14,11,16,13,4,16,11,4,11,10,11,Level-headed
931,2002076890,Darnell Miles,- - -,20/5/2005 (17 years old),Ama,OCSC Academy,U.S.A. (East (South) Division),USA,"6'0""",74 kg,17,ST (C),0$,Young striker,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,7,9,7,2,11,10,9,7,9,1,3,4,6,12,7,6,2,7,13,5,4,7,5,2,10,16,2,6,9,10,7,3,7,6,10,6,7,7,8,1,1,13,8,12,7,6,1,8,12,10,6,11,11,18,13,9,7,13,8,11,Media-friendly
932,2002076889,Simon Wickham,- - -,29/9/2005 (16 years old),Ama,OCSC Academy,U.S.A. (East (South) Division),USA,"5'6""",60 kg,16,M (RC),0$,Young midfielder,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,8,12,10,2,11,14,13,8,14,3,1,3,9,4,10,11,2,8,12,7,5,7,10,1,6,4,3,4,2,8,8,2,9,9,10,7,6,8,8,1,1,10,11,12,13,16,2,12,9,8,11,12,9,13,13,8,9,11,7,10,Media-friendly
933,2002076888,Adalberto Sanhá,- - -,1/11/2005 (16 years old),Ama,OCSC Academy,U.S.A. (East (South) Division),USA,"6'2""",73 kg,16,"DM, M (C)",0$,Young midfielder,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,7,8,8,2,15,7,10,9,13,2,1,3,8,6,10,8,3,7,16,10,3,7,9,1,12,6,2,12,2,10,5,1,3,3,9,5,8,9,7,1,3,15,6,8,8,10,1,10,12,12,12,8,9,8,7,11,4,5,7,7,Media-friendly
934,2002076887,Dean Moore,- - -,12/4/2005 (17 years old),Ama,OCSC Academy,U.S.A. (East (South) Division),USA,"5'6""",59 kg,17,"AM (C), ST (C)",0$,Young attacking midfielder,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,10,14,8,3,10,15,2,5,9,3,1,1,4,9,7,9,1,6,16,4,2,5,7,3,5,6,2,10,10,12,14,2,10,7,9,3,8,7,10,1,4,5,12,8,10,7,2,6,15,16,9,11,10,10,14,10,13,7,11,9,Media-friendly
935,2002076886,Will Dixon,- - -,14/10/2006 (15 years old),Ama,OCSC Academy,U.S.A. (East (South) Division),USA,"5'7""",55 kg,15,M (R),0$,Promising winger,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,16,15,9,1,6,18,5,4,10,1,2,4,7,5,9,13,2,10,12,4,5,6,4,1,5,5,2,6,8,8,7,1,9,3,7,11,7,6,6,1,3,4,13,6,13,9,1,11,12,12,14,8,15,7,9,15,4,11,8,8,Level-headed
936,2002076885,Gustavo Rodríguez,- - -,13/5/2006 (16 years old),Ama,OCSC Academy,U.S.A. (East (South) Division),USA,"5'2""",55 kg,16,M (RL),0$,Diminutive winger,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,14,13,6,4,13,15,5,2,8,4,1,2,2,3,6,13,3,6,12,2,4,5,8,3,1,9,3,4,9,8,4,3,4,8,6,8,5,6,5,2,2,10,6,6,13,10,2,10,11,11,13,11,8,8,12,11,11,5,7,8,Media-friendly
937,2002076884,Matthew Platt,- - -,26/4/2005 (17 years old),Ama,OCSC Academy,U.S.A. (East (South) Division),USA,"5'9""",61 kg,17,M/AM (L),0$,Young winger,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,13,13,8,3,11,11,3,3,9,2,3,2,4,5,8,11,3,5,17,5,3,5,6,2,7,3,1,4,10,7,9,1,9,14,8,8,3,6,7,4,3,4,12,7,8,12,2,12,12,16,11,11,16,7,10,8,6,7,7,9,Level-headed
938,2002076883,Dan Sandoval,- - -,18/5/2005 (17 years old),Ama,OCSC Academy,U.S.A. (East (South) Division),USA,"5'10""",66 kg,17,M (L),0$,Enthusiastic winger,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,15,15,4,3,10,17,5,4,10,1,1,3,4,5,8,14,1,11,12,7,6,7,11,1,7,6,4,5,9,10,7,4,11,15,8,9,6,5,7,1,3,9,7,6,11,5,3,16,15,17,15,14,15,9,11,6,13,9,5,3,Reserved
939,2002076882,Omar Bustos,- - -,6/6/2006 (16 years old),Ama,OCSC Academy,U.S.A. (East (South) Division),USA,"6'4""",77 kg,16,D (C),0$,Young center back,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,10,10,7,2,7,12,12,8,8,3,3,2,8,5,10,7,3,9,12,10,3,4,2,2,15,8,3,3,2,7,4,1,5,7,8,7,4,8,10,3,2,15,9,8,8,13,1,9,16,14,5,12,13,9,12,11,8,12,12,7,Level-headed
940,2002076881,Steve Parkes,- - -,8/1/2005 (17 years old),Ama,OCSC Academy,U.S.A. (East (South) Division),USA,"6'0""",71 kg,17,D (LC),0$,Enthusiastic center back,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,14,16,7,1,13,17,8,7,12,3,1,1,7,5,8,14,3,6,14,9,4,4,1,1,12,12,2,4,4,8,6,1,8,15,9,8,6,9,7,3,2,12,8,7,13,18,1,13,15,16,16,15,17,9,17,12,16,18,9,8,"Evasive, Unflappable"
